Date,Time,Time Zone,Water Temperature (°C),Specific Conductance (?S/cm),Dissolved Oxygen (mg/L),pH,Turbidity (FNU),Chlorophyll (RFU),Phycocyanin (RFU),fDOM(ppb QSE),Latitude,Longitude
8/19/2019,11:00:45,EDT,29.015,398.2,2.96,7.39,2.43,2.92,0.24,243.2,26.6637,-81.8974
8/19/2019,11:00:50,EDT,28.936,398.7,2.93,7.39,2.45,2.91,0.23,244.1,26.6637,-81.8974
8/19/2019,11:00:55,EDT,28.88,399.1,2.9,7.39,2.47,2.89,0.24,244.9,26.6636,-81.8975
8/19/2019,11:01:00,EDT,28.866,399.1,2.88,7.39,2.43,2.87,0.23,245.2,26.6636,-81.8975
8/19/2019,11:01:05,EDT,28.889,398.9,2.87,7.39,2.41,2.86,0.19,244.9,26.6635,-81.8975
8/19/2019,11:01:10,EDT,28.931,398.6,2.87,7.39,2.4,2.89,0.22,244.4,26.6634,-81.8976
8/19/2019,11:01:15,EDT,28.958,398.4,2.87,7.39,2.4,2.9,0.18,243.9,26.6634,-81.8976
8/19/2019,11:01:20,EDT,28.973,398.4,2.87,7.39,2.37,2.88,0.19,243.2,26.6633,-81.8976
8/19/2019,11:01:25,EDT,29.008,398.4,2.88,7.39,2.38,2.88,0.2,242.9,26.6632,-81.8976
8/19/2019,11:01:30,EDT,29.023,398.5,2.88,7.39,2.39,2.88,0.19,242.8,26.6631,-81.8975
8/19/2019,11:01:35,EDT,29.014,398.6,2.88,7.39,2.42,2.85,0.17,242.8,26.663,-81.8975
8/19/2019,11:01:40,EDT,29.004,398.7,2.88,7.39,2.43,2.87,0.16,243.0,26.6629,-81.8975
8/19/2019,11:01:45,EDT,29.001,398.8,2.87,7.39,2.39,2.91,0.16,243.2,26.6629,-81.8975
8/19/2019,11:01:50,EDT,28.994,399,2.87,7.39,2.37,2.87,0.18,243.2,26.6628,-81.8974
8/19/2019,11:01:55,EDT,28.993,399.2,2.86,7.39,2.37,2.85,0.18,243.3,26.6627,-81.8974
8/19/2019,11:02:00,EDT,28.983,399.3,2.86,7.39,2.4,2.86,0.21,243.6,26.6626,-81.8974
8/19/2019,11:02:05,EDT,28.96,399.5,2.85,7.39,2.45,2.9,0.19,244.0,26.6625,-81.8973
8/19/2019,11:02:10,EDT,28.93,399.6,2.84,7.39,2.49,2.89,0.2,244.4,26.6625,-81.8973
8/19/2019,11:02:15,EDT,28.912,399.6,2.83,7.39,2.5,2.9,0.18,244.8,26.6624,-81.8972
8/19/2019,11:02:20,EDT,28.894,399.5,2.82,7.39,2.49,2.91,0.2,245.1,26.6623,-81.8972
8/19/2019,11:02:25,EDT,28.877,399.4,2.82,7.39,2.46,2.92,0.2,245.2,26.6623,-81.8971
8/19/2019,11:02:30,EDT,28.863,399.4,2.81,7.39,2.46,2.94,0.19,245.3,26.6622,-81.8971
8/19/2019,11:02:35,EDT,28.842,399.3,2.81,7.39,2.47,2.93,0.2,245.8,26.6621,-81.897
8/19/2019,11:02:40,EDT,28.808,399.3,2.8,7.39,2.51,2.9,0.19,246.1,26.6621,-81.897
8/19/2019,11:02:45,EDT,28.766,399.3,2.79,7.38,2.49,2.87,0.2,246.2,26.662,-81.8969
8/19/2019,11:02:50,EDT,28.746,399.3,2.77,7.38,2.48,2.87,0.22,246.5,26.6619,-81.8969
8/19/2019,11:02:55,EDT,28.742,399.2,2.75,7.38,2.47,2.83,0.22,246.4,26.6619,-81.8968
8/19/2019,11:03:00,EDT,28.78,399.2,2.75,7.38,2.47,2.83,0.19,245.9,26.6618,-81.8967
8/19/2019,11:03:05,EDT,28.841,399.1,2.76,7.38,2.46,2.86,0.2,245.4,26.6618,-81.8967
8/19/2019,11:03:10,EDT,28.882,399,2.77,7.38,2.45,2.87,0.19,245.1,26.6617,-81.8966
8/19/2019,11:03:15,EDT,28.882,399.1,2.77,7.38,2.43,2.87,0.21,244.7,26.6616,-81.8966
8/19/2019,11:03:20,EDT,28.843,399.2,2.77,7.38,2.49,2.86,0.21,245.4,26.6616,-81.8965
8/19/2019,11:03:25,EDT,28.784,399.3,2.75,7.38,2.53,2.88,0.17,246.3,26.6615,-81.8965
8/19/2019,11:03:30,EDT,28.72,399.5,2.73,7.38,2.57,2.89,0.16,247.1,26.6614,-81.8964
8/19/2019,11:03:35,EDT,28.685,399.5,2.71,7.38,2.55,2.9,0.16,247.7,26.6614,-81.8964
8/19/2019,11:03:40,EDT,28.676,399.8,2.7,7.38,2.56,2.85,0.17,247.8,26.6613,-81.8963
8/19/2019,11:03:45,EDT,28.684,400,2.69,7.38,2.54,2.81,0.17,247.7,26.6612,-81.8963
8/19/2019,11:03:50,EDT,28.677,400.3,2.68,7.38,2.57,2.81,0.18,247.8,26.6612,-81.8963
8/19/2019,11:03:55,EDT,28.634,400.5,2.67,7.38,2.59,2.79,0.2,248.0,26.6611,-81.8963
8/19/2019,11:04:00,EDT,28.616,400.8,2.66,7.38,2.62,2.76,0.18,248.0,26.661,-81.8963
8/19/2019,11:04:05,EDT,28.645,401.3,2.65,7.38,2.58,2.71,0.18,248.0,26.6609,-81.8963
8/19/2019,11:04:10,EDT,28.655,402.4,2.65,7.38,2.57,2.73,0.18,248.1,26.6608,-81.8963
8/19/2019,11:04:15,EDT,28.604,404.2,2.64,7.38,2.61,2.76,0.16,248.3,26.6608,-81.8963
8/19/2019,11:04:20,EDT,28.543,407.8,2.62,7.37,2.7,2.75,0.16,249.0,26.6607,-81.8964
8/19/2019,11:04:25,EDT,28.533,418.7,2.61,7.37,2.77,2.87,0.2,250.6,26.6606,-81.8964
8/19/2019,11:04:30,EDT,28.606,467.7,2.66,7.37,2.85,3.16,0.22,252.2,26.6606,-81.8964
8/19/2019,11:04:35,EDT,28.683,494.8,3.02,7.36,2.97,3.55,0.26,255.2,26.6605,-81.8965
8/19/2019,11:04:40,EDT,28.719,504.1,3.18,7.36,3.12,3.82,0.37,258.9,26.6605,-81.8966
8/19/2019,11:04:45,EDT,28.699,499.7,3.2,7.36,3.26,3.74,0.36,260.9,26.6604,-81.8967
8/19/2019,11:04:50,EDT,28.651,491,3.19,7.36,3.32,3.45,0.37,261.5,26.6604,-81.8968
8/19/2019,11:04:55,EDT,28.6,475.4,3.14,7.37,3.31,3.23,0.3,259.5,26.6604,-81.8969
8/19/2019,11:05:00,EDT,28.589,457.4,3.06,7.37,3.24,3.03,0.26,255.8,26.6605,-81.8969
8/19/2019,11:05:05,EDT,28.625,440.2,2.99,7.38,3.1,2.92,0.26,252.0,26.6605,-81.897
8/19/2019,11:05:10,EDT,28.703,427.2,2.93,7.38,2.93,2.88,0.24,248.4,26.6605,-81.8971
8/19/2019,11:05:15,EDT,28.75,419.1,2.89,7.38,2.81,2.86,0.22,246.0,26.6605,-81.8972
8/19/2019,11:05:20,EDT,28.74,415.8,2.87,7.38,2.79,2.9,0.19,245.0,26.6605,-81.8973
8/19/2019,11:05:25,EDT,28.679,415,2.84,7.38,2.81,2.94,0.17,245.3,26.6604,-81.8974
8/19/2019,11:05:30,EDT,28.603,414.7,2.81,7.38,2.88,2.9,0.19,246.3,26.6604,-81.8974
8/19/2019,11:05:35,EDT,28.539,415.6,2.77,7.38,2.93,2.85,0.2,247.5,26.6604,-81.8975
8/19/2019,11:05:40,EDT,28.48,417.5,2.74,7.38,2.91,2.81,0.21,248.3,26.6603,-81.8975
8/19/2019,11:05:45,EDT,28.451,419.3,2.71,7.38,2.91,2.99,0.22,249.0,26.6602,-81.8975
8/19/2019,11:05:50,EDT,28.448,420.4,2.7,7.37,2.91,2.9,0.19,249.6,26.6602,-81.8976
8/19/2019,11:05:55,EDT,28.461,422.4,2.69,7.37,2.95,2.94,0.21,250.1,26.6601,-81.8976
8/19/2019,11:06:00,EDT,28.478,425,2.7,7.37,2.91,2.98,0.22,250.5,26.66,-81.8976
8/19/2019,11:06:05,EDT,28.502,428.9,2.72,7.37,2.91,3.06,0.24,251.2,26.6599,-81.8976
8/19/2019,11:06:10,EDT,28.529,433.6,2.75,7.37,2.91,3.16,0.29,252.0,26.6599,-81.8976
8/19/2019,11:06:15,EDT,28.566,437.3,2.78,7.37,2.9,3.16,0.25,252.4,26.6598,-81.8976
8/19/2019,11:06:20,EDT,28.6,437.6,2.8,7.37,2.83,3.13,0.27,252.3,26.6597,-81.8976
8/19/2019,11:06:25,EDT,28.621,435.7,2.8,7.37,2.77,3.12,0.27,252.0,26.6596,-81.8976
8/19/2019,11:06:30,EDT,28.628,434.1,2.8,7.37,2.8,3.1,0.27,251.6,26.6595,-81.8976
8/19/2019,11:06:35,EDT,28.629,432.8,2.79,7.37,2.82,3.04,0.26,251.4,26.6594,-81.8976
8/19/2019,11:06:40,EDT,28.632,431.8,2.79,7.37,2.83,3.01,0.24,251.2,26.6594,-81.8976
8/19/2019,11:06:45,EDT,28.633,430.8,2.78,7.37,2.84,3.02,0.23,251.0,26.6593,-81.8976
8/19/2019,11:06:50,EDT,28.628,429.9,2.78,7.38,2.81,3.02,0.23,250.9,26.6592,-81.8976
8/19/2019,11:06:55,EDT,28.617,429.4,2.77,7.38,2.81,3.01,0.23,251.0,26.6591,-81.8977
8/19/2019,11:07:00,EDT,28.613,429.8,2.77,7.38,2.79,3.04,0.23,251.1,26.6591,-81.8977
8/19/2019,11:07:05,EDT,28.612,431.8,2.77,7.38,2.82,3.04,0.21,251.5,26.659,-81.8978
8/19/2019,11:07:10,EDT,28.61,434.4,2.78,7.37,2.81,3.08,0.24,251.8,26.6589,-81.8978
8/19/2019,11:07:15,EDT,28.617,436.6,2.79,7.37,2.78,3.1,0.23,251.8,26.6588,-81.8979
8/19/2019,11:07:20,EDT,28.632,438,2.8,7.37,2.77,3.09,0.22,251.9,26.6588,-81.8979
8/19/2019,11:07:25,EDT,28.639,438.7,2.8,7.37,2.79,3.08,0.2,251.7,26.6587,-81.8979
8/19/2019,11:07:30,EDT,28.63,438.9,2.8,7.37,2.81,3.1,0.22,251.6,26.6586,-81.898
8/19/2019,11:07:35,EDT,28.62,438.6,2.8,7.37,2.82,3.12,0.25,251.6,26.6586,-81.898
8/19/2019,11:07:40,EDT,28.615,438.3,2.8,7.37,2.82,3.13,0.26,251.7,26.6585,-81.898
8/19/2019,11:07:45,EDT,28.619,438,2.8,7.37,2.82,3.12,0.27,251.9,26.6584,-81.898
8/19/2019,11:07:50,EDT,28.624,437.8,2.8,7.37,2.82,3.13,0.27,251.9,26.6583,-81.898
8/19/2019,11:07:55,EDT,28.637,437.6,2.8,7.37,2.8,3.15,0.28,251.8,26.6582,-81.898
8/19/2019,11:08:00,EDT,28.664,437.3,2.81,7.37,2.77,3.19,0.29,251.3,26.6581,-81.898
8/19/2019,11:08:05,EDT,28.697,437.2,2.82,7.38,2.76,3.27,0.32,251.0,26.6581,-81.898
8/19/2019,11:08:10,EDT,28.715,438,2.83,7.38,2.77,3.37,0.33,250.7,26.658,-81.898
8/19/2019,11:08:15,EDT,28.715,439.5,2.84,7.38,2.89,3.3,0.32,250.3,26.6579,-81.898
8/19/2019,11:08:20,EDT,28.72,440.1,2.87,7.38,3.34,3.14,0.33,249.2,26.6578,-81.8979
8/19/2019,11:08:25,EDT,28.727,439.3,2.93,7.38,4.58,3.06,0.3,247.8,26.6578,-81.8979
8/19/2019,11:08:30,EDT,28.772,437.5,3,7.38,6.61,3.03,0.3,247.8,26.6577,-81.8978
8/19/2019,11:08:35,EDT,28.857,436.2,3.08,7.39,10.8,3.03,0.32,251.9,26.6576,-81.8978
8/19/2019,11:08:40,EDT,28.979,435.4,3.18,7.39,25.02,3.02,0.32,280.8,26.6576,-81.8977
8/19/2019,11:08:45,EDT,29.072,434.9,3.29,7.4,25.12,3.12,0.35,277.9,26.6575,-81.8977
8/19/2019,11:08:50,EDT,29.123,434.4,3.37,7.41,24.83,3.17,0.35,274.9,26.6574,-81.8976
8/19/2019,11:08:55,EDT,29.141,434,3.4,7.41,24.85,3.14,0.32,274.1,26.6573,-81.8976
8/19/2019,11:09:00,EDT,29.14,433.8,3.42,7.41,24.46,3.12,0.3,273.8,26.6573,-81.8975
8/19/2019,11:09:05,EDT,29.116,433.7,3.41,7.42,24.14,3.1,0.28,273.6,26.6572,-81.8975
8/19/2019,11:09:10,EDT,29.083,433.2,3.4,7.42,23.57,3.07,0.28,273.2,26.6572,-81.8974
8/19/2019,11:09:15,EDT,29.049,432.4,3.37,7.41,23.22,3,0.32,273.2,26.6572,-81.8973
8/19/2019,11:09:20,EDT,29.023,431.9,3.34,7.41,22.79,2.96,0.33,273.1,26.6572,-81.8972
8/19/2019,11:09:25,EDT,29,431.8,3.31,7.41,22.36,2.93,0.32,273.1,26.6572,-81.8972
8/19/2019,11:09:30,EDT,28.975,432.1,3.29,7.41,21.98,2.94,0.32,273.2,26.6572,-81.8971
8/19/2019,11:09:35,EDT,28.937,432.2,3.27,7.41,21.59,2.96,0.3,273.1,26.6573,-81.897
8/19/2019,11:09:40,EDT,28.902,432.6,3.24,7.41,21.24,3.01,0.31,273.0,26.6573,-81.897
8/19/2019,11:09:45,EDT,28.878,433.1,3.21,7.41,20.85,3.01,0.31,272.8,26.6574,-81.8969
8/19/2019,11:09:50,EDT,28.862,433.7,3.19,7.4,20.45,3.01,0.3,272.7,26.6574,-81.8968
8/19/2019,11:09:55,EDT,28.843,434.2,3.18,7.4,20.06,2.99,0.27,272.4,26.6574,-81.8968
8/19/2019,11:10:00,EDT,28.843,435,3.17,7.4,19.71,2.96,0.26,272.2,26.6575,-81.8967
8/19/2019,11:10:05,EDT,28.856,435.9,3.17,7.4,19.44,2.98,0.25,272.2,26.6575,-81.8966
8/19/2019,11:10:10,EDT,28.893,436.9,3.18,7.41,19.08,3.07,0.26,271.6,26.6575,-81.8965
8/19/2019,11:10:15,EDT,28.934,437.4,3.19,7.41,18.71,3.05,0.26,270.7,26.6576,-81.8965
8/19/2019,11:10:20,EDT,28.939,436.9,3.2,7.41,18.28,3,0.25,269.6,26.6576,-81.8964
8/19/2019,11:10:25,EDT,28.907,435.3,3.2,7.41,17.91,3.01,0.25,268.5,26.6576,-81.8963
8/19/2019,11:10:30,EDT,28.872,434.2,3.17,7.41,17.64,3.1,0.25,267.8,26.6576,-81.8962
8/19/2019,11:10:35,EDT,28.87,434.9,3.15,7.41,17.4,3.2,0.24,267.3,26.6576,-81.8962
8/19/2019,11:10:40,EDT,28.913,438,3.15,7.4,17.12,3.31,0.22,266.8,26.6576,-81.8961
8/19/2019,11:10:45,EDT,28.958,442.3,3.17,7.4,16.75,3.33,0.25,266.1,26.6575,-81.896
8/19/2019,11:10:50,EDT,28.96,445.3,3.19,7.4,16.41,3.3,0.28,265.3,26.6575,-81.8959
8/19/2019,11:10:55,EDT,28.955,446.2,3.19,7.4,16.07,3.4,0.31,264.6,26.6575,-81.8958
8/19/2019,11:11:00,EDT,29.041,447.2,3.22,7.41,15.78,3.73,0.36,264.4,26.6575,-81.8957
8/19/2019,11:11:05,EDT,29.186,449.8,3.33,7.41,15.5,4,0.42,264.7,26.6575,-81.8956
8/19/2019,11:11:10,EDT,29.297,452.9,3.48,7.42,15.21,4.11,0.48,264.8,26.6575,-81.8956
8/19/2019,11:11:15,EDT,29.347,454.7,3.6,7.43,14.93,4.23,0.49,264.9,26.6575,-81.8955
8/19/2019,11:11:20,EDT,29.352,454.7,3.68,7.44,14.63,4.36,0.5,264.8,26.6575,-81.8954
8/19/2019,11:11:25,EDT,29.34,454,3.71,7.45,14.35,4.43,0.52,264.1,26.6575,-81.8953
8/19/2019,11:11:30,EDT,29.392,454.7,3.75,7.45,14.05,4.28,0.51,263.2,26.6574,-81.8952
8/19/2019,11:11:35,EDT,29.546,457.7,4.09,7.46,13.67,3.97,0.51,262.2,26.6574,-81.8951
8/19/2019,11:11:40,EDT,29.757,462,4.19,7.48,13.36,3.8,0.48,261.4,26.6574,-81.895
8/19/2019,11:11:45,EDT,29.913,465.7,4.26,7.49,13.11,3.78,0.44,260.8,26.6574,-81.895
8/19/2019,11:11:50,EDT,29.996,468.3,4.31,7.51,12.9,3.8,0.45,260.4,26.6574,-81.8949
8/19/2019,11:11:55,EDT,30.011,469.7,4.41,7.53,12.67,3.95,0.44,260.1,26.6573,-81.8948
8/19/2019,11:12:00,EDT,29.968,469.8,4.46,7.54,12.43,4.21,0.47,260.3,26.6573,-81.8947
8/19/2019,11:15:00,EDT,29.597,442.1,4.46,7.54,11.68,3.99,0.5,258.0,26.6561,-81.892
8/19/2019,11:15:05,EDT,29.589,444.2,4.46,7.54,11.87,3.99,0.52,256.5,26.6561,-81.892
8/19/2019,11:15:10,EDT,29.571,446.1,4.44,7.53,12.2,3.94,0.54,255.8,26.656,-81.8919
8/19/2019,11:15:15,EDT,29.552,448,4.42,7.53,12.64,3.81,0.51,256.0,26.656,-81.8919
8/19/2019,11:15:20,EDT,29.537,449.8,4.39,7.52,12.7,3.72,0.5,255.5,26.6559,-81.8918
8/19/2019,11:15:25,EDT,29.548,450,4.37,7.52,12.56,3.6,0.45,255.4,26.6559,-81.8917
8/19/2019,11:15:30,EDT,29.571,448,4.37,7.52,12.23,3.34,0.39,256.2,26.6558,-81.8917
8/19/2019,11:15:35,EDT,29.579,444.6,4.37,7.53,11.96,3.09,0.33,258.0,26.6558,-81.8916
8/19/2019,11:15:40,EDT,29.622,438,4.36,7.54,11.69,2.97,0.3,260.3,26.6557,-81.8916
8/19/2019,11:15:45,EDT,29.724,428.4,4.36,7.54,11.52,2.9,0.26,263.9,26.6556,-81.8915
8/19/2019,11:15:50,EDT,29.861,417.3,4.39,7.55,11.29,2.84,0.23,266.9,26.6556,-81.8914
8/19/2019,11:15:55,EDT,29.943,409.4,4.44,7.56,11.34,2.79,0.2,269.5,26.6556,-81.8914
8/19/2019,11:16:00,EDT,29.984,403.8,4.48,7.57,11.44,2.75,0.18,271.4,26.6555,-81.8913
8/19/2019,11:16:05,EDT,29.997,400.1,4.51,7.58,11.65,2.7,0.14,273.0,26.6555,-81.8913
8/19/2019,11:16:10,EDT,29.999,397.5,4.54,7.58,11.79,2.67,0.15,274.0,26.6554,-81.8912
8/19/2019,11:16:15,EDT,29.995,395,4.57,7.59,12.47,2.65,0.16,275.8,26.6554,-81.8911
8/19/2019,11:16:20,EDT,29.983,392.6,4.6,7.59,13.13,2.61,0.11,277.4,26.6553,-81.8911
8/19/2019,11:16:25,EDT,29.966,390.8,4.62,7.6,13.51,2.61,0.12,278.1,26.6553,-81.891
8/19/2019,11:16:30,EDT,29.95,389.6,4.63,7.6,13.46,2.65,0.11,277.5,26.6553,-81.891
8/19/2019,11:16:35,EDT,29.934,388.9,4.63,7.6,13.34,2.62,0.11,277.3,26.6552,-81.8909
8/19/2019,11:16:40,EDT,29.913,388.4,4.64,7.6,13.52,2.63,0.14,277.4,26.6552,-81.8909
8/19/2019,11:16:45,EDT,29.889,387.8,4.65,7.6,13.52,2.64,0.13,276.6,26.6551,-81.8908
8/19/2019,11:16:50,EDT,29.885,387.2,4.67,7.6,13.51,2.57,0.14,275.8,26.6551,-81.8908
8/19/2019,11:16:55,EDT,29.897,386.7,4.68,7.6,13.34,2.5,0.17,272.8,26.655,-81.8907
8/19/2019,11:17:00,EDT,29.901,386.3,4.69,7.6,13.34,2.51,0.18,270.1,26.655,-81.8907
8/19/2019,11:17:05,EDT,29.904,386.2,4.69,7.6,13.26,2.55,0.18,267.7,26.6549,-81.8906
8/19/2019,11:17:10,EDT,29.91,386.3,4.7,7.6,12.85,2.52,0.18,264.8,26.6548,-81.8906
8/19/2019,11:17:15,EDT,29.918,386.7,4.72,7.6,12.38,2.53,0.13,263.9,26.6548,-81.8905
8/19/2019,11:17:20,EDT,29.915,387.2,4.73,7.61,11.95,2.58,0.13,263.0,26.6547,-81.8904
8/19/2019,11:17:25,EDT,29.913,387.8,4.75,7.61,11.72,2.62,0.19,262.6,26.6547,-81.8904
8/19/2019,11:17:30,EDT,29.921,388.6,4.77,7.61,11.48,2.62,0.15,262.1,26.6547,-81.8903
8/19/2019,11:17:35,EDT,29.942,389.5,4.78,7.61,11.25,2.64,0.16,261.6,26.6546,-81.8903
8/19/2019,11:17:40,EDT,29.968,390.5,4.8,7.62,11.05,2.68,0.14,261.0,26.6546,-81.8902
8/19/2019,11:17:45,EDT,29.99,391.5,4.81,7.62,10.85,2.78,0.16,260.4,26.6546,-81.8901
8/19/2019,11:17:50,EDT,30.011,392.6,4.82,7.62,10.73,2.83,0.22,259.9,26.6545,-81.8901
8/19/2019,11:17:55,EDT,30.035,393.4,4.84,7.62,10.6,2.86,0.21,259.1,26.6545,-81.89
8/19/2019,11:18:00,EDT,30.056,394.3,4.85,7.62,10.5,2.87,0.26,258.3,26.6545,-81.89
8/19/2019,11:18:05,EDT,30.068,395.2,4.87,7.62,10.36,2.9,0.28,257.4,26.6544,-81.8899
8/19/2019,11:18:10,EDT,30.077,396.1,4.88,7.62,10.24,2.96,0.3,256.8,26.6544,-81.8898
8/19/2019,11:18:15,EDT,30.086,397.1,4.89,7.63,10.04,3.02,0.34,256.2,26.6544,-81.8897
8/19/2019,11:18:20,EDT,30.091,398,4.9,7.63,9.88,3.11,0.33,255.9,26.6543,-81.8896
8/19/2019,11:18:25,EDT,30.089,399.1,4.92,7.63,9.79,3.07,0.31,255.6,26.6543,-81.8896
8/19/2019,11:18:30,EDT,30.076,400,4.93,7.63,9.76,2.98,0.31,255.5,26.6542,-81.8895
8/19/2019,11:18:35,EDT,30.056,400.4,4.94,7.63,9.74,2.95,0.26,255.7,26.6542,-81.8895
8/19/2019,11:18:40,EDT,30.017,400,4.94,7.63,9.65,2.81,0.25,256.0,26.6541,-81.8894
8/19/2019,11:18:45,EDT,29.971,399,4.92,7.63,9.51,2.75,0.23,256.5,26.6541,-81.8893
8/19/2019,11:18:50,EDT,29.938,398.3,4.91,7.63,9.3,2.75,0.2,256.9,26.6541,-81.8893
8/19/2019,11:18:55,EDT,29.93,399.1,4.89,7.63,9.03,2.77,0.23,256.3,26.654,-81.8892
8/19/2019,11:19:00,EDT,29.941,402.4,4.89,7.62,8.78,2.87,0.27,255.0,26.654,-81.8891
8/19/2019,11:19:05,EDT,29.935,403,4.87,7.62,8.55,2.89,0.24,254.6,26.6539,-81.8891
8/19/2019,11:19:10,EDT,29.901,397.7,4.82,7.61,8.36,2.81,0.24,255.3,26.6539,-81.889
8/19/2019,11:19:15,EDT,29.828,388.7,4.73,7.6,8.2,2.74,0.18,257.3,26.6538,-81.8889
8/19/2019,11:19:20,EDT,29.774,381.9,4.61,7.58,8.05,2.76,0.16,260.8,26.6537,-81.8887
8/19/2019,11:19:25,EDT,29.746,378.6,4.49,7.57,7.9,2.78,0.16,264.7,26.6535,-81.8883
8/19/2019,11:19:30,EDT,29.737,377.4,4.38,7.55,7.72,2.77,0.13,268.9,26.6534,-81.888
8/19/2019,11:19:35,EDT,29.727,376.8,4.28,7.54,7.62,2.78,0.12,273.7,26.6531,-81.8874
8/19/2019,11:19:40,EDT,29.694,376.7,4.21,7.53,7.65,2.77,0.1,278.4,26.6528,-81.887
8/19/2019,11:19:45,EDT,29.629,377.3,4.14,7.52,7.8,2.85,0.09,282.7,26.6524,-81.8863
8/19/2019,11:19:50,EDT,29.532,378.2,4.11,7.51,7.95,2.88,0.06,286.2,26.652,-81.886
8/19/2019,11:19:55,EDT,29.446,379.2,4.09,7.51,8.01,2.93,0.07,289.2,26.6515,-81.8855
8/19/2019,11:20:00,EDT,29.375,380.6,4.08,7.51,7.97,2.97,0.07,291.4,26.651,-81.885
8/19/2019,11:20:05,EDT,29.333,382.2,4.07,7.5,7.98,2.96,0.09,293.5,26.6506,-81.8847
8/19/2019,11:20:10,EDT,29.31,384.4,4.03,7.5,8.13,2.98,0.12,295.9,26.6502,-81.8842
8/19/2019,11:20:15,EDT,29.307,386.6,3.97,7.49,8.44,3.06,0.11,298.0,26.65,-81.8838
8/19/2019,11:20:20,EDT,29.348,388.1,3.93,7.48,8.54,3.1,0.15,299.0,26.6496,-81.8833
8/19/2019,11:20:25,EDT,29.419,388.7,3.92,7.48,8.37,3.13,0.2,299.1,26.6493,-81.8829
8/19/2019,11:20:30,EDT,29.463,388.9,3.93,7.47,8.04,3.08,0.19,298.5,26.649,-81.8826
8/19/2019,11:20:35,EDT,29.458,389.2,3.93,7.48,8.01,3.05,0.19,298.6,26.6485,-81.8822
8/19/2019,11:20:40,EDT,29.422,389.2,3.94,7.48,8.78,3.01,0.15,299.0,26.6482,-81.8819
8/19/2019,11:20:45,EDT,29.382,389,3.96,7.48,9.63,2.97,0.13,298.9,26.6477,-81.8815
8/19/2019,11:20:50,EDT,29.345,388.7,3.96,7.48,10.24,2.95,0.11,297.9,26.6474,-81.8811
8/19/2019,11:20:55,EDT,29.308,388.4,3.96,7.48,10.18,2.97,0.13,295.8,26.6472,-81.8807
8/19/2019,11:21:00,EDT,29.276,388.2,3.94,7.48,10.07,2.98,0.11,295.3,26.647,-81.8804
8/19/2019,11:21:05,EDT,29.258,387.8,3.93,7.48,9.9,2.99,0.1,295.3,26.6466,-81.8798
8/19/2019,11:21:10,EDT,29.251,387.5,3.91,7.48,9.79,2.97,0.11,295.5,26.6465,-81.8794
8/19/2019,11:21:15,EDT,29.236,387.3,3.9,7.48,9.74,2.95,0.1,295.6,26.6462,-81.8789
8/19/2019,11:21:20,EDT,29.221,387.5,3.89,7.47,9.74,2.94,0.13,295.6,26.646,-81.8784
8/19/2019,11:21:25,EDT,29.21,388.3,3.88,7.47,9.73,2.95,0.13,295.5,26.6459,-81.8783
8/19/2019,11:21:30,EDT,29.203,389.3,3.87,7.47,9.76,2.96,0.13,295.1,26.6459,-81.8782
8/19/2019,11:21:35,EDT,29.194,390.1,3.87,7.47,9.78,2.95,0.1,294.8,26.6458,-81.8781
8/19/2019,11:21:40,EDT,29.187,391,3.86,7.47,9.81,2.98,0.09,294.5,26.6458,-81.878
8/19/2019,11:21:45,EDT,29.183,392.8,3.86,7.47,10.01,2.98,0.1,294.2,26.6458,-81.8779
8/19/2019,11:21:50,EDT,29.18,395.5,3.86,7.47,10.36,2.94,0.13,294.1,26.6457,-81.8779
8/19/2019,11:21:55,EDT,29.175,398.8,3.86,7.47,10.66,3.07,0.13,294.2,26.6457,-81.8778
8/19/2019,11:22:00,EDT,29.171,400.8,3.86,7.47,10.52,2.92,0.14,293.2,26.6457,-81.8777
8/19/2019,11:22:05,EDT,29.167,401.8,3.85,7.47,10.34,2.91,0.13,293.0,26.6457,-81.8776
8/19/2019,11:22:10,EDT,29.164,403.1,3.85,7.46,10.24,2.92,0.13,293.3,26.6456,-81.8775
8/19/2019,11:22:15,EDT,29.158,404.5,3.84,7.46,10.19,2.96,0.14,293.6,26.6456,-81.8775
8/19/2019,11:22:20,EDT,29.152,405.4,3.84,7.46,10.15,2.97,0.13,293.9,26.6456,-81.8774
8/19/2019,11:22:25,EDT,29.142,405.3,3.84,7.46,10.2,2.95,0.12,293.9,26.6456,-81.8773
8/19/2019,11:22:30,EDT,29.133,404.2,3.84,7.46,10.24,2.94,0.13,293.7,26.6455,-81.8772
8/19/2019,11:22:35,EDT,29.126,402.6,3.85,7.46,10.6,2.93,0.12,293.9,26.6455,-81.8772
8/19/2019,11:22:40,EDT,29.117,400.8,3.86,7.46,11.78,2.92,0.14,294.9,26.6455,-81.8771
8/19/2019,11:22:45,EDT,29.106,399.2,3.89,7.46,13,2.9,0.14,296.1,26.6455,-81.877
8/19/2019,11:22:50,EDT,29.092,397.7,3.91,7.47,13.72,2.92,0.13,295.3,26.6455,-81.8769
8/19/2019,11:22:55,EDT,29.072,396.3,3.91,7.47,13.66,2.94,0.13,293.2,26.6455,-81.8769
8/19/2019,11:23:00,EDT,29.058,394.7,3.9,7.47,13.4,2.95,0.14,292.4,26.6455,-81.8768
