Date,Time,Time Zone,Water Temperature (°C),Specific Conductance (?S/cm),Dissolved Oxygen (mg/L),pH,Turbidity (FNU),Chlorophyll (RFU),Phycocyanin (RFU),fDOM(ppb QSE),Latitude,Longitude
7/17/2019,9:21:25,EDT,31.43,719.7,5.92,8.14,6.83,2.14,0.16,238.5,26.9854,-80.6169
7/17/2019,9:21:30,EDT,31.43,719.8,5.92,8.14,6.83,2.17,0.16,238.4,26.9854,-80.6169
7/17/2019,9:21:35,EDT,31.44,719.7,5.92,8.14,6.85,2.19,0.2,238.4,26.9854,-80.6167
7/17/2019,9:21:40,EDT,31.45,719.7,5.92,8.14,6.9,2.1,0.19,238.5,26.9854,-80.6166
7/17/2019,9:21:50,EDT,31.46,719.6,5.93,8.14,6.85,2.08,0.19,238.6,26.9855,-80.6164
7/17/2019,9:21:55,EDT,31.47,719.6,5.94,8.14,6.74,2.04,0.14,238.5,26.9855,-80.6162
7/17/2019,9:22:00,EDT,31.48,719.7,5.94,8.14,6.66,2.02,0.14,238.3,26.9855,-80.6161
7/17/2019,9:22:05,EDT,31.48,719.8,5.95,8.14,6.51,1.98,0.14,238.0,26.9855,-80.616
7/17/2019,9:22:10,EDT,31.49,719.8,5.96,8.14,6.46,1.98,0.17,238.0,26.9855,-80.616
7/17/2019,9:22:15,EDT,31.5,719.8,5.97,8.14,6.52,2,0.13,238.1,26.9856,-80.6159
7/17/2019,9:22:20,EDT,31.51,719.7,5.98,8.14,6.55,2.06,0.13,238.2,26.9856,-80.6159
7/17/2019,9:22:25,EDT,31.51,719.8,6,8.14,6.52,2.05,0.14,238.2,26.9856,-80.6159
7/17/2019,9:22:30,EDT,31.52,719.8,6.01,8.14,6.44,1.98,0.09,238.1,26.9856,-80.6159
7/17/2019,9:22:35,EDT,31.53,719.8,6.01,8.14,6.31,1.93,0.13,237.8,26.9856,-80.6159
7/17/2019,9:22:40,EDT,31.54,719.8,6.01,8.14,6.27,1.91,0.13,237.7,26.9856,-80.6159
7/17/2019,9:22:50,EDT,31.54,720,6.01,8.14,6.38,1.81,0.13,237.8,26.9856,-80.6159
7/17/2019,9:22:55,EDT,31.54,720,6.01,8.14,6.41,1.83,0.08,237.8,26.9856,-80.6159
7/17/2019,9:23:00,EDT,31.54,720.1,6.01,8.14,6.45,1.79,0.09,237.9,26.9856,-80.6159
7/17/2019,9:23:05,EDT,31.54,720,6.01,8.14,6.48,1.78,0.07,238.0,26.9856,-80.6159
7/17/2019,9:23:10,EDT,31.54,720.1,6.01,8.14,6.55,1.83,0.08,238.2,26.9856,-80.6159
7/17/2019,9:23:15,EDT,31.54,720.1,6.01,8.14,6.6,1.82,0.09,238.4,26.9856,-80.6159
7/17/2019,9:23:20,EDT,31.54,720,6.01,8.14,6.61,1.85,0.09,238.3,26.9856,-80.6159
7/17/2019,9:23:25,EDT,31.54,720.1,6.01,8.14,6.53,1.82,0.09,238.1,26.9856,-80.6159
7/17/2019,9:23:30,EDT,31.54,720,6.01,8.14,6.43,1.79,0.09,237.8,26.9856,-80.6159
7/17/2019,9:23:35,EDT,31.54,720,6.01,8.14,6.34,1.75,0.09,237.6,26.9856,-80.6159
7/17/2019,9:23:40,EDT,31.54,720,6.02,8.14,6.31,1.77,0.09,237.6,26.9856,-80.6159
7/17/2019,9:23:45,EDT,31.54,720,6.02,8.14,6.29,1.79,0.09,237.6,26.9856,-80.6159
7/17/2019,9:23:50,EDT,31.54,720.1,6.02,8.14,6.29,1.79,0.1,237.6,26.9856,-80.6159
7/17/2019,9:23:55,EDT,31.54,720.1,6.02,8.14,6.37,1.77,0.09,237.8,26.9856,-80.6159
7/17/2019,9:24:00,EDT,31.54,720.1,6.02,8.14,6.46,1.79,0.11,237.9,26.9856,-80.6159
7/17/2019,9:24:05,EDT,31.54,720.1,6.02,8.14,6.46,1.85,0.1,237.8,26.9856,-80.6159
7/17/2019,9:24:10,EDT,31.54,720,6.02,8.14,6.47,1.85,0.11,237.8,26.9856,-80.6159
7/17/2019,9:24:15,EDT,31.54,720,6.02,8.14,6.5,1.85,0.09,237.9,26.9856,-80.6159
7/17/2019,9:24:25,EDT,31.53,720.1,6.03,8.14,6.68,1.93,0.1,238.3,26.9856,-80.616
7/17/2019,9:24:30,EDT,31.53,720.1,6.03,8.14,6.66,1.88,0.09,238.3,26.9856,-80.616
7/17/2019,9:24:35,EDT,31.53,720.1,6.03,8.14,6.56,1.78,0.1,238.2,26.9856,-80.616
7/17/2019,9:24:40,EDT,31.53,720.1,6.03,8.14,6.56,1.8,0.09,238.2,26.9856,-80.616
7/17/2019,9:24:45,EDT,31.53,720.1,6.02,8.14,6.58,1.81,0.08,238.2,26.9856,-80.616
7/17/2019,9:24:50,EDT,31.53,720.1,6.02,8.14,6.65,1.79,0.07,238.3,26.9856,-80.616
7/17/2019,9:24:55,EDT,31.53,720.1,6.02,8.14,6.63,1.77,0.06,238.2,26.9856,-80.616
7/17/2019,9:25:00,EDT,31.53,720.1,6.03,8.14,6.58,1.75,0.05,238.0,26.9856,-80.616
7/17/2019,9:25:05,EDT,31.53,720.1,6.03,8.15,6.54,1.74,0.07,238.0,26.9856,-80.616
7/17/2019,9:25:10,EDT,31.53,720.1,6.03,8.14,6.49,1.8,0.08,237.8,26.9856,-80.616
7/17/2019,9:25:15,EDT,31.53,720.2,6.03,8.14,6.52,1.83,0.07,237.9,26.9856,-80.616
7/17/2019,9:25:20,EDT,31.53,720.2,6.03,8.14,6.54,1.89,0.07,237.9,26.9856,-80.616
7/17/2019,9:25:25,EDT,31.53,720.2,6.03,8.14,6.59,1.86,0.08,238.0,26.9856,-80.616
7/17/2019,9:25:30,EDT,31.53,720.2,6.03,8.15,6.56,1.77,0.08,237.8,26.9856,-80.616
7/17/2019,9:25:35,EDT,31.53,720.2,6.03,8.15,6.63,1.81,0.08,237.9,26.9856,-80.616
7/17/2019,9:25:40,EDT,31.53,720.2,6.03,8.15,6.66,1.86,0.11,237.9,26.9856,-80.616
7/17/2019,9:25:45,EDT,31.53,720.2,6.03,8.15,6.7,1.84,0.08,238.0,26.9856,-80.616
7/17/2019,9:25:50,EDT,31.52,720.1,6.02,8.15,6.66,1.8,0.1,238.0,26.9856,-80.616
7/17/2019,9:25:55,EDT,31.52,720.2,6.03,8.15,6.66,1.8,0.09,238.1,26.9856,-80.616
7/17/2019,9:26:00,EDT,31.52,720.2,6.03,8.15,6.63,1.83,0.07,238.1,26.9856,-80.616
7/17/2019,9:26:05,EDT,31.52,720.2,6.03,8.15,6.61,1.84,0.06,238.0,26.9856,-80.616
7/17/2019,9:26:10,EDT,31.53,720.2,6.03,8.15,6.56,1.84,0.05,237.9,26.9856,-80.616
7/17/2019,9:26:15,EDT,31.53,720.2,6.03,8.15,6.62,1.87,0.04,237.9,26.9856,-80.616
7/17/2019,9:26:20,EDT,31.53,720.1,6.02,8.15,6.69,1.92,0.05,238.0,26.9856,-80.616
7/17/2019,9:26:25,EDT,31.53,720.1,6.02,8.15,6.76,1.91,0.06,238.0,26.9856,-80.616
7/17/2019,9:26:30,EDT,31.53,720.2,6.02,8.15,6.73,1.82,0.06,237.9,26.9856,-80.616
7/17/2019,9:26:35,EDT,31.53,720.2,6.02,8.15,6.66,1.79,0.06,237.6,26.9856,-80.616
7/17/2019,9:26:40,EDT,31.54,720.2,6.02,8.15,6.6,1.81,0.08,237.3,26.9856,-80.6158
7/17/2019,9:26:45,EDT,31.54,720.2,6.03,8.15,6.56,1.86,0.07,237.0,26.9856,-80.616
7/17/2019,9:26:50,EDT,31.54,720.2,6.03,8.15,6.56,1.87,0.06,236.8,26.9856,-80.616
7/17/2019,9:26:55,EDT,31.54,720.2,6.03,8.15,6.64,1.78,0.07,236.9,26.9856,-80.616
7/17/2019,9:27:00,EDT,31.54,720.2,6.03,8.15,6.65,1.74,0.05,236.9,26.9856,-80.616
7/17/2019,9:27:05,EDT,31.54,720.2,6.02,8.15,6.6,1.83,0.07,236.8,26.9856,-80.616
7/17/2019,9:27:10,EDT,31.54,720.2,6.02,8.15,6.56,1.84,0.06,236.8,26.9856,-80.616
7/17/2019,9:27:15,EDT,31.54,720.2,6.02,8.15,6.57,1.86,0.07,236.8,26.9856,-80.616
7/17/2019,9:27:20,EDT,31.54,720.2,6.02,8.15,6.59,1.86,0.06,236.8,26.9856,-80.616
7/17/2019,9:27:25,EDT,31.54,720.3,6.02,8.15,6.56,1.83,0.04,236.8,26.9856,-80.616
7/17/2019,9:27:30,EDT,31.54,720.3,6.02,8.15,6.6,1.8,0.06,237.0,26.9856,-80.616
7/17/2019,9:27:35,EDT,31.54,720.3,6.02,8.15,6.65,1.83,0.04,237.2,26.9856,-80.616
7/17/2019,9:27:40,EDT,31.54,720.3,6.02,8.15,6.67,1.82,0.04,237.3,26.9856,-80.616
7/17/2019,9:27:45,EDT,31.54,720.3,6.02,8.15,6.69,1.84,0.03,237.4,26.9857,-80.616
7/17/2019,9:27:50,EDT,31.54,720.3,6.02,8.15,6.65,1.87,0.05,237.3,26.9857,-80.616
7/17/2019,9:27:55,EDT,31.54,720.3,6.02,8.15,6.62,1.85,0.07,237.2,26.9857,-80.616
7/17/2019,9:28:00,EDT,31.54,720.3,6.02,8.15,6.63,1.82,0.06,237.1,26.9857,-80.616
7/17/2019,9:28:05,EDT,31.55,720.2,6.02,8.15,6.69,1.82,0.06,237.2,26.9857,-80.616
7/17/2019,9:28:10,EDT,31.55,720.2,6.02,8.15,6.76,1.85,0.05,237.3,26.9857,-80.616
7/17/2019,9:28:15,EDT,31.55,720.2,6.02,8.15,6.79,1.84,0.04,237.5,26.9857,-80.616
7/17/2019,9:28:20,EDT,31.54,720.2,6.02,8.15,6.79,1.88,0.08,237.7,26.9857,-80.616
7/17/2019,9:28:25,EDT,31.54,720.2,6.02,8.15,6.75,1.91,0.08,237.8,26.9857,-80.6161
7/17/2019,9:28:30,EDT,31.54,720.2,6.01,8.14,6.73,1.84,0.09,238.0,26.9857,-80.6161
7/17/2019,9:28:35,EDT,31.54,720.2,6.01,8.14,6.68,1.86,0.09,238.0,26.9857,-80.6161
7/17/2019,9:28:40,EDT,31.54,720.1,6.01,8.14,6.64,1.88,0.09,238.0,26.9857,-80.616
7/17/2019,9:28:45,EDT,31.53,720,6.01,8.14,6.53,1.89,0.1,237.8,26.9857,-80.6162
7/17/2019,9:28:50,EDT,31.53,719.9,6.02,8.15,6.48,1.89,0.09,237.5,26.9857,-80.6162
7/17/2019,9:28:55,EDT,31.54,719.8,6.04,8.15,6.41,1.88,0.06,237.2,26.9857,-80.6161
7/17/2019,9:29:00,EDT,31.54,719.7,6.05,8.15,6.39,1.81,0.05,236.8,26.9858,-80.616
7/17/2019,9:29:10,EDT,31.55,719.7,6.07,8.15,6.23,1.76,0.05,236.3,26.9859,-80.6158
7/17/2019,9:29:15,EDT,31.56,719.8,6.08,8.14,6.15,1.72,0.05,236.2,26.9859,-80.6157
7/17/2019,9:29:20,EDT,31.56,719.9,6.07,8.14,6.14,1.67,0.06,236.5,26.9859,-80.6156
7/17/2019,9:29:25,EDT,31.57,720.1,6.05,8.14,6.14,1.62,0.04,236.8,26.9859,-80.6155
7/17/2019,9:29:30,EDT,31.57,720.3,6.02,8.13,6.12,1.6,0.04,236.8,26.986,-80.6153
7/17/2019,9:29:35,EDT,31.57,720.2,5.99,8.13,6.1,1.57,0.06,236.6,26.986,-80.6152
7/17/2019,9:29:40,EDT,31.59,719.9,5.96,8.12,5.99,1.5,0.04,236.0,26.9859,-80.615
7/17/2019,9:29:45,EDT,31.6,719.6,5.94,8.12,5.99,1.52,0.03,235.6,26.9859,-80.6148
7/17/2019,9:29:55,EDT,31.63,719,5.93,8.12,6.03,1.51,0,235.4,26.9859,-80.6142
7/17/2019,9:30:00,EDT,31.63,718.9,5.94,8.12,5.98,1.48,0,235.3,26.9859,-80.6138
7/17/2019,9:30:05,EDT,31.64,718.9,5.95,8.12,5.93,1.49,0,235.4,26.9859,-80.6137
7/17/2019,9:30:10,EDT,31.65,718.8,5.94,8.12,5.92,1.51,0,235.7,26.9859,-80.6131
7/17/2019,9:30:15,EDT,31.65,718.8,5.93,8.11,5.9,1.5,0.01,235.9,26.9859,-80.6129
7/17/2019,9:30:20,EDT,31.65,718.9,5.91,8.1,5.88,1.5,0.01,236.3,26.9861,-80.612
7/17/2019,9:30:25,EDT,31.64,718.9,5.9,8.1,5.82,1.46,0.02,236.6,26.9861,-80.6118
7/17/2019,9:30:30,EDT,31.64,718.9,5.89,8.1,5.75,1.47,0.02,236.8,26.9863,-80.6107
7/17/2019,9:30:35,EDT,31.63,718.8,5.89,8.09,5.67,1.56,0,237.1,26.9864,-80.6102
7/17/2019,9:30:40,EDT,31.62,718.8,5.88,8.09,5.48,1.56,0,237.1,26.9865,-80.6094
7/17/2019,9:30:45,EDT,31.61,718.9,5.87,8.08,5.26,1.53,0,237.4,26.9866,-80.6089
7/17/2019,9:30:50,EDT,31.6,718.7,5.86,8.08,5.09,1.51,0.01,237.8,26.9867,-80.6081
7/17/2019,9:30:55,EDT,31.6,718.6,5.85,8.08,5.06,1.5,0.01,238.4,26.9868,-80.6074
7/17/2019,9:31:00,EDT,31.58,718.4,5.84,8.08,5,1.53,0.02,238.7,26.9869,-80.6069
7/17/2019,9:31:05,EDT,31.57,718.2,5.83,8.08,4.82,1.59,0,238.3,26.987,-80.6064
7/17/2019,9:31:10,EDT,31.56,718.1,5.83,8.07,4.66,1.6,0,237.9,26.9871,-80.6059
7/17/2019,9:31:15,EDT,31.54,718,5.83,8.07,4.54,1.56,0.03,238.1,26.9871,-80.6057
7/17/2019,9:31:25,EDT,31.49,717.9,5.82,8.06,4.43,1.56,0.02,239.1,26.9871,-80.6055
7/17/2019,9:31:30,EDT,31.48,717.9,5.81,8.06,4.41,1.58,0.03,239.7,26.9872,-80.6053
7/17/2019,9:31:35,EDT,31.47,717.9,5.79,8.05,4.42,1.59,0.02,240.2,26.9872,-80.6052
7/17/2019,9:31:40,EDT,31.46,718,5.76,8.05,4.4,1.59,0.04,240.6,26.9872,-80.6051
7/17/2019,9:31:45,EDT,31.45,718,5.73,8.05,4.31,1.58,0.04,241.1,26.9873,-80.6049
7/17/2019,9:31:50,EDT,31.44,717.7,5.7,8.04,4.16,1.57,0.03,241.3,26.9873,-80.6048
7/17/2019,9:31:55,EDT,31.43,717.3,5.68,8.05,4.05,1.54,0.05,241.4,26.9873,-80.6047
7/17/2019,9:32:00,EDT,31.42,717,5.66,8.05,3.95,1.54,0.04,241.2,26.9874,-80.6045
7/17/2019,9:32:05,EDT,31.43,716.7,5.66,8.05,3.88,1.56,0.04,240.9,26.9874,-80.6044
7/17/2019,9:32:10,EDT,31.43,716.3,5.66,8.05,3.73,1.56,0.05,239.4,26.9874,-80.6043
7/17/2019,9:32:15,EDT,31.44,715.4,5.68,8.05,3.64,1.5,0.05,237.9,26.9874,-80.6041
7/17/2019,9:32:20,EDT,31.44,714.5,5.7,8.05,3.7,1.47,0.05,236.3,26.9874,-80.604
7/17/2019,9:32:25,EDT,31.44,713.7,5.72,8.05,3.84,1.44,0.04,234.6,26.9874,-80.6039
7/17/2019,9:32:30,EDT,31.45,713.4,5.73,8.04,4.02,1.41,0.02,233.5,26.9875,-80.6037
7/17/2019,9:32:35,EDT,31.46,713.3,5.72,8.04,4.15,1.41,0.01,232.4,26.9875,-80.6036
7/17/2019,9:32:40,EDT,31.46,713.4,5.72,8.03,4.36,1.42,0.01,231.6,26.9875,-80.6034
7/17/2019,9:32:45,EDT,31.46,713.4,5.7,8.03,4.58,1.39,0.01,230.9,26.9875,-80.6033
7/17/2019,9:32:50,EDT,31.46,713.4,5.69,8.02,4.72,1.35,0,230.4,26.9876,-80.603
7/17/2019,9:32:55,EDT,31.47,713.4,5.66,8.02,4.86,1.34,0,229.8,26.9876,-80.6028
7/17/2019,9:33:00,EDT,31.48,713.3,5.63,8.02,4.94,1.33,0,229.0,26.9877,-80.6024
7/17/2019,9:33:05,EDT,31.48,713.2,5.6,8.02,5.02,1.31,0,228.2,26.9878,-80.602
7/17/2019,9:33:10,EDT,31.49,712.9,5.58,8.02,5.05,1.35,0,227.6,26.9879,-80.6014
7/17/2019,9:33:15,EDT,31.49,712.7,5.57,8.02,5.17,1.35,0,227.1,26.9879,-80.6009
7/17/2019,9:33:20,EDT,31.48,712.4,5.56,8.01,5.28,1.34,0,226.8,26.9881,-80.6001
7/17/2019,9:33:25,EDT,31.48,712.1,5.56,8.01,5.27,1.36,0.01,226.4,26.9883,-80.5996
7/17/2019,9:33:30,EDT,31.48,711.9,5.55,8.01,5.16,1.37,0.01,225.5,26.9885,-80.5991
7/17/2019,9:33:35,EDT,31.48,711.6,5.55,8.01,5.02,1.34,0,224.9,26.9887,-80.5983
7/17/2019,9:33:40,EDT,31.47,711.2,5.56,8.01,4.9,1.37,0,224.4,26.989,-80.5977
7/17/2019,9:33:45,EDT,31.47,710.7,5.58,8.01,4.76,1.38,0,224.2,26.9892,-80.5972
7/17/2019,9:33:50,EDT,31.47,710.3,5.6,8.01,4.58,1.38,0,224.0,26.9894,-80.5968
7/17/2019,9:33:55,EDT,31.47,710.2,5.63,8.01,4.41,1.37,0,224.0,26.9897,-80.5962
7/17/2019,9:34:00,EDT,31.48,710,5.66,8.01,4.26,1.34,0.01,223.9,26.9899,-80.5958
7/17/2019,9:34:05,EDT,31.48,709.9,5.68,8,4.17,1.34,0,224.0,26.9902,-80.5952
7/17/2019,9:34:10,EDT,31.49,709.7,5.7,8,4.11,1.32,0.01,224.1,26.9903,-80.5948
7/17/2019,9:34:15,EDT,31.49,709.6,5.71,7.99,4.03,1.34,0.02,224.2,26.9906,-80.5942
7/17/2019,9:34:20,EDT,31.49,709.4,5.71,7.99,4.02,1.36,0,224.5,26.9907,-80.594
7/17/2019,9:34:25,EDT,31.5,709.4,5.71,7.98,3.98,1.37,0,224.5,26.9911,-80.5932
7/17/2019,9:34:30,EDT,31.5,709.2,5.7,7.98,3.94,1.31,0,224.4,26.9915,-80.5926
7/17/2019,9:34:35,EDT,31.5,709,5.7,7.98,3.85,1.3,0,224.1,26.9917,-80.5922
7/17/2019,9:34:40,EDT,31.5,708.6,5.7,7.98,3.8,1.3,0,223.6,26.992,-80.5916
7/17/2019,9:34:45,EDT,31.5,708.2,5.71,7.97,3.81,1.3,0,223.3,26.9922,-80.5913
7/17/2019,9:34:50,EDT,31.51,707.8,5.71,7.97,3.79,1.31,0.01,222.9,26.9926,-80.5907
7/17/2019,9:34:55,EDT,31.51,707.4,5.71,7.97,3.78,1.32,0,222.2,26.9928,-80.5903
7/17/2019,9:35:00,EDT,31.5,706.8,5.71,7.97,3.77,1.36,0.01,221.5,26.9931,-80.5897
7/17/2019,9:35:05,EDT,31.49,706.3,5.71,7.97,3.8,1.43,0.03,220.9,26.9932,-80.5893
7/17/2019,9:35:10,EDT,31.49,705.9,5.71,7.97,3.89,1.46,0.02,220.5,26.9935,-80.5887
7/17/2019,9:35:15,EDT,31.49,705.7,5.72,7.97,3.96,1.4,0.04,219.9,26.9937,-80.5883
7/17/2019,9:35:20,EDT,31.49,705.5,5.73,7.97,3.96,1.41,0.03,219.2,26.994,-80.5877
7/17/2019,9:35:25,EDT,31.49,705.1,5.74,7.97,3.96,1.53,0.04,218.3,26.9942,-80.5873
7/17/2019,9:35:30,EDT,31.49,704.8,5.75,7.97,4.02,1.39,0.06,217.5,26.9944,-80.5869
7/17/2019,9:35:35,EDT,31.5,704.6,5.76,7.96,4.08,1.48,0.07,216.9,26.9946,-80.5865
7/17/2019,9:35:40,EDT,31.49,704.4,5.77,7.96,4.12,1.5,0.06,216.3,26.9951,-80.5857
7/17/2019,9:35:45,EDT,31.49,704.2,5.79,7.97,4.05,1.52,0.05,215.6,26.9952,-80.5855
7/17/2019,9:35:55,EDT,31.49,703.7,5.84,7.97,4.17,1.43,0.05,214.8,26.9958,-80.5844
7/17/2019,9:36:00,EDT,31.49,703.4,5.85,7.96,4.3,1.47,0.06,214.7,26.9961,-80.5838
7/17/2019,9:36:10,EDT,31.49,703.1,5.84,7.96,4.53,1.48,0.06,214.5,26.9965,-80.5832
7/17/2019,9:36:15,EDT,31.49,703,5.83,7.95,4.62,1.54,0.05,214.4,26.9966,-80.5831
7/17/2019,9:36:20,EDT,31.5,702.9,5.82,7.95,4.71,1.53,0.05,214.4,26.9966,-80.583
7/17/2019,9:36:25,EDT,31.5,702.9,5.81,7.94,4.82,1.48,0.04,214.6,26.9967,-80.5829
7/17/2019,9:36:30,EDT,31.5,702.8,5.8,7.94,4.92,1.48,0.03,214.7,26.9967,-80.5828
7/17/2019,9:36:35,EDT,31.51,702.8,5.8,7.94,4.97,1.54,0.04,214.7,26.9968,-80.5828
7/17/2019,9:36:40,EDT,31.51,702.8,5.79,7.94,4.96,1.53,0.03,214.6,26.9968,-80.5828
7/17/2019,9:36:45,EDT,31.5,702.8,5.78,7.94,4.94,1.55,0.04,214.5,26.9969,-80.5828
7/17/2019,9:36:50,EDT,31.5,702.7,5.76,7.94,4.94,1.54,0.04,214.3,26.9969,-80.5828
7/17/2019,9:36:55,EDT,31.51,702.7,5.75,7.94,4.95,1.54,0.03,214.3,26.9969,-80.5828
7/17/2019,9:37:00,EDT,31.51,702.7,5.74,7.94,4.97,1.54,0.05,214.3,26.997,-80.5828
7/17/2019,9:37:05,EDT,31.51,702.6,5.74,7.94,5.03,1.53,0.03,214.3,26.997,-80.5828
7/17/2019,9:37:10,EDT,31.5,702.6,5.73,7.94,5.03,1.52,0.03,214.3,26.997,-80.5827
7/17/2019,9:37:15,EDT,31.5,702.5,5.73,7.94,5.07,1.52,0.03,214.2,26.997,-80.5828
7/17/2019,9:37:20,EDT,31.5,702.4,5.73,7.94,5.06,1.46,0.01,214.1,26.997,-80.5828
7/17/2019,9:37:25,EDT,31.5,702.4,5.73,7.94,5.08,1.46,0.02,214.2,26.997,-80.5828
7/17/2019,9:37:30,EDT,31.5,702.4,5.73,7.94,5.01,1.51,0.02,214.0,26.997,-80.5828
7/17/2019,9:37:35,EDT,31.5,702.3,5.74,7.94,5.02,1.53,0.03,214.0,26.997,-80.5828
7/17/2019,9:37:40,EDT,31.5,702.2,5.74,7.94,4.99,1.53,0.03,214.0,26.9969,-80.5828
7/17/2019,9:37:45,EDT,31.5,702.1,5.74,7.94,5.01,1.54,0.03,214.0,26.9969,-80.5828
7/17/2019,9:37:50,EDT,31.5,702,5.75,7.94,4.95,1.58,0.03,213.9,26.9969,-80.5828
7/17/2019,9:37:55,EDT,31.5,701.9,5.75,7.94,4.89,1.62,0.04,213.8,26.9969,-80.5828
7/17/2019,9:38:00,EDT,31.5,701.8,5.75,7.95,4.86,1.61,0.05,213.8,26.9969,-80.5828
7/17/2019,9:38:05,EDT,31.49,701.8,5.76,7.95,4.84,1.6,0.05,213.9,26.9969,-80.5828
7/17/2019,9:38:10,EDT,31.49,701.8,5.77,7.95,4.84,1.55,0.04,214.0,26.9969,-80.5827
7/17/2019,9:38:15,EDT,31.49,701.7,5.78,7.95,4.84,1.5,0.03,214.0,26.9969,-80.5828
7/17/2019,9:38:20,EDT,31.48,701.6,5.79,7.95,4.82,1.53,0.04,213.9,26.9969,-80.5828
7/17/2019,9:38:25,EDT,31.48,701.5,5.8,7.95,4.77,1.54,0.03,213.8,26.9969,-80.5828
7/17/2019,9:38:30,EDT,31.47,701.5,5.81,7.95,4.72,1.53,0.03,213.8,26.9969,-80.5828
7/17/2019,9:38:35,EDT,31.47,701.4,5.82,7.95,4.74,1.55,0.02,214.0,26.9969,-80.5828
7/17/2019,9:38:40,EDT,31.47,701.3,5.83,7.96,4.77,1.52,0.04,214.1,26.9969,-80.5828
7/17/2019,9:38:45,EDT,31.47,701.2,5.84,7.96,4.81,1.55,0.06,214.3,26.9969,-80.5828
7/17/2019,9:38:50,EDT,31.47,701.1,5.85,7.96,4.77,1.53,0.07,214.3,26.9969,-80.5828
7/17/2019,9:38:55,EDT,31.47,701.1,5.86,7.96,4.75,1.53,0.06,214.3,26.9969,-80.5828
7/17/2019,9:39:00,EDT,31.46,701.1,5.86,7.96,4.73,1.56,0.05,214.2,26.9969,-80.5828
7/17/2019,9:39:05,EDT,31.46,701.1,5.87,7.96,4.73,1.57,0.04,214.2,26.9969,-80.5828
7/17/2019,9:39:10,EDT,31.46,701,5.87,7.96,4.69,1.57,0.04,214.1,26.9969,-80.5828
7/17/2019,9:39:15,EDT,31.46,700.9,5.88,7.96,4.69,1.56,0.05,214.1,26.9969,-80.5828
7/17/2019,9:39:20,EDT,31.46,701,5.88,7.96,4.66,1.51,0.06,213.8,26.9969,-80.5828
7/17/2019,9:39:25,EDT,31.46,700.9,5.88,7.96,4.66,1.51,0.04,213.6,26.9969,-80.5828
7/17/2019,9:39:30,EDT,31.45,700.9,5.89,7.96,4.63,1.54,0.03,213.3,26.9969,-80.5828
7/17/2019,9:39:35,EDT,31.45,700.8,5.89,7.96,4.64,1.54,0.01,213.1,26.9969,-80.5828
7/17/2019,9:39:40,EDT,31.45,700.8,5.9,7.96,4.66,1.57,0,213.2,26.9969,-80.5828
7/17/2019,9:39:45,EDT,31.45,700.8,5.9,7.96,4.66,1.58,0.02,213.2,26.9969,-80.5828
7/17/2019,9:39:50,EDT,31.45,700.7,5.91,7.96,4.64,1.61,0.03,213.1,26.9969,-80.5828
7/17/2019,9:39:55,EDT,31.45,700.7,5.91,7.96,4.67,1.62,0.05,213.2,26.9969,-80.5828
7/17/2019,9:40:00,EDT,31.45,700.7,5.92,7.96,4.7,1.66,0.06,213.3,26.9969,-80.5828
7/17/2019,9:40:05,EDT,31.45,700.7,5.92,7.96,4.69,1.68,0.06,213.3,26.9969,-80.5828
7/17/2019,9:40:10,EDT,31.45,700.6,5.92,7.96,4.67,1.72,0.06,213.2,26.9969,-80.5828
7/17/2019,9:40:15,EDT,31.46,700.6,5.92,7.96,4.66,1.7,0.09,213.2,26.9969,-80.5828
7/17/2019,9:40:20,EDT,31.46,700.6,5.93,7.96,4.69,1.68,0.08,213.3,26.9969,-80.5829
7/17/2019,9:40:25,EDT,31.46,700.6,5.93,7.96,4.65,1.7,0.1,213.2,26.9969,-80.5829
7/17/2019,9:40:30,EDT,31.46,700.5,5.93,7.96,4.65,1.72,0.1,213.3,26.9969,-80.5829
7/17/2019,9:40:35,EDT,31.46,700.6,5.93,7.96,4.68,1.72,0.09,213.3,26.9969,-80.5829
7/17/2019,9:40:40,EDT,31.46,700.7,5.94,7.96,4.76,1.73,0.09,213.5,26.9969,-80.5829
7/17/2019,9:40:45,EDT,31.46,700.6,5.94,7.96,4.68,1.72,0.09,213.4,26.9969,-80.5829
7/17/2019,9:40:50,EDT,31.46,700.6,5.94,7.97,4.61,1.68,0.05,213.4,26.9969,-80.5829
7/17/2019,9:40:55,EDT,31.45,700.6,5.95,7.97,4.57,1.64,0.04,213.4,26.9969,-80.5829
7/17/2019,9:41:00,EDT,31.45,700.5,5.96,7.97,4.62,1.62,0.03,213.6,26.9969,-80.5829
7/17/2019,9:41:05,EDT,31.45,700.5,5.96,7.97,4.65,1.63,0.04,213.6,26.9969,-80.5829
7/17/2019,9:41:10,EDT,31.46,700.6,5.96,7.96,4.67,1.59,0.06,213.3,26.9969,-80.5829
7/17/2019,9:41:15,EDT,31.47,700.9,5.95,7.96,4.62,1.56,0.06,213.0,26.9969,-80.5829
7/17/2019,9:41:20,EDT,31.47,701.1,5.93,7.95,4.58,1.54,0.06,212.7,26.9969,-80.5829
7/17/2019,9:41:25,EDT,31.48,701.2,5.91,7.95,4.48,1.52,0.05,212.4,26.9969,-80.5829
7/17/2019,9:41:30,EDT,31.48,701.1,5.9,7.95,4.35,1.5,0.06,212.0,26.9969,-80.583
